Code,Title,Credits,AH,SE,SS,ACGH,DD,OL,QL,SL,VL,WC,WE,Desc
EEC 396,"Teaching Assistant Training Practicum",1-4,,,,,,,,,,,,"Variable. Prerequisite(s): Graduate standing. May be repeated for credit. (P/NP grading only.)"
EGG 200,"Energy Systems",4,,,,,,,,,,,,"Lecture/Discussion-4 hour(s). Prerequisite(s): ENG 105; or equivalent. Theory and application of energy systems. Systems analysis, energy conversion technologies, environmental considerations, economics and system optimization. (Same course as EBS 216)"
EGG 201,"Life Cycle Assessment for Sustainable Engineering",4,,,,,,,,,,,,"Lecture-4 hour(s). Enrollment restricted to graduate students. Life cycle assessment methodology. Emphasis on applications to infrastructure and energy systems. Life cycle design, life cycle cost methods, other tools from industrial ecology, and links to policy. Not open to students who have taken ECI 244. (Same course as ECI 244A.)"
EGG 202,"Energy & Climate Policy",4,,,,,,,,,,,,"Lecture-3 hour(s); Extensive Writing/Discussion. Prerequisite(s): ECN 100A or ARE 100A; or Consent of Instructor. Pass One restricted to graduate students in Economics, Energy Graduate Group, and Transportation Technology Policy Graduate Group. Fundamentals of energy technology, economics, and policy. Survey and analysis of current and prospective climate policies at the local and global level, including but not limited to cap-and-trade, emissions offsets, intensity standards, technology standards, mandates and subsidies. (Same course as ECN"
EGG 290,"Energy Seminar",1,,,,,,,,,,,,"Seminar-1 hour(s). Prerequisite(s): Graduate standing or consent of instructor. Selected topics of current interest in energy. Topics vary and will be announced at the beginning of each quarter. Seminar speakers include invited speakers from outside the university as well as faculty. May be repeated for credit when topic differs. (S/U grading only.)"
EGG 298A,"Group Study",1-5,,,,,,,,,,,,"Variable-1-5 hour(s). Prerequisite(s): Consent of Instructor. Directed reading and discussion on select topics May be repeated for credit when topic differs."
EGG 298B,"Group Study",1-5,,,,,,,,,,,,"Variable-1-5 hour(s). Prerequisite(s): Consent of Instructor. Directed reading and discussion on select topics. May be repeated for credit when topic differs. (S/U grading only.)"
EGG 299,"Research",1-12,,,,,,,,,,,,"Variable-1-12 hour(s). Prerequisite(s): Consent of Instructor. Research May be repeated for credit. (S/U grading only.)"
EME 001,"Mechanical Engineering",1,,,,,,,,,,,,"Lecture-1 hour(s). Description of the field of mechanical engineering with examples taken from industrial applications, discussions of the practice with respect to engineering principles, ethics, and responsibilities. (P/NP grading only.)"
EME 005,"Computer Programming for Engineering Applications",4,,4,,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): MAT 016A (can be concurrent) or MAT 021A (can be concurrent). Structured programming in C for solving problems in engineering. Introduction to MATLAB and comparison study of C/C++ with MATLAB."
EME 050,"Manufacturing Processes",4,,4,,,,,,,,,,"Lecture/Discussion-3 hour(s); Laboratory-3 hour(s). Prerequisite(s): ENG 004 C- or better; PHY 009A C- or better. Restricted to Mechanical Engineering and Mechanical Engineering/Materials Science Engineering majors. Modern manufacturing methods, safety, manufacturing instructions, computer-aided manufacturing and their role in the engineering design and development process."
EME 092,"Internship in Mechanical Engineering",1-5,,,,,,,,,,,,"Internship. Prerequisite(s): Lower division standing; approval of project prior to period of internship. Supervised work-study experience in engineering. May be repeated for credit. (P/NP grading only.)"
EME 097TC,"Mentoring & Tutoring Engineering in the Community",1-4,,,,,,,,,,,,"Variable-3-12 hour(s). Prerequisite(s): Consent of Instructor. Mentoring, coaching, tutoring and/or supervision of students in K-12 schools in Engineering-related topics. May be repeated for credit. (P/NP grading only.)"
EME 099,"Special Study for Undergraduates",1-5,,,,,,,,,,,,"Variable. Prerequisite(s): Consent of Instructor. Lower division standing. (P/NP grading only.)"
EME 106,"Thermo-Fluid Dynamics",4,,4,,,,,,,,,,"Lecture-4 hour(s). Prerequisite(s): ENG 103 C- or better; ENG 105 C- or better. Restricted to Mechanical Engineering, Aerospace Science & Engineering, and Mechanical Engineering/Materials Science Engineering majors. Inviscid incompressible flow, compressible flow, ideal gas mixtures, psychrometrics, reacting mixtures and combustion."
EME 108,"Measurement Systems",4,,4,,,,,,,,,4,"Lecture-2 hour(s); Laboratory-3 hour(s); Discussion-1 hour(s). Prerequisite(s): ENG 100 C- or better; ENG 102 Cor better; ENG 104 recommended. Restricted to Mechanical Engineering, Aerospace Science & Engineering and Mechanical/Materials Science & Engineering. Experiments to illustrate principles of mechanical systems. Signal analysis; Demonstration of basic sensors for mechanical systems; Experimental project design; Experiments involving voltage measurement; strain gauges, dynamic systems of 1st order. Only 3 units of credit for students who have previously taken BIM 111; 2 units of credit for students who have previously taken EBS 165; 1 unit of credit allowed for students who have completed EME 107B (former version of EME 108)."
EME 109,"Experimental Methods for Thermal Fluids",4,,4,,,,,,,,,,"Lecture-2 hour(s); Laboratory-1.5 hour(s); Discussion-1 hour(s); Extensive Writing. Prerequisite(s): EME 106 C- or better. Restricted to Mechanical Engineering, Aerospace Science & Engineering and Mechanical/Materials Science Engineering Majors. Experiments illustrating principles of thermal-fluid systems and related measurement devices. Statistical design of experiments and uncertainty analysis of data; thermodynamic cycles, combustion, compressible and incompressible flows. Only 3 units of credit for students who have previously taken ECH 155A; 2 units of credit for students who have previously taken ECH 155B; 3 units of credit for students who have previously taken ECI 141L; 1 unit of credit for students who have already completed EME 107A (former version of EME 109)."
EME 115,"Introduction to Numerical Analysis & Methods",4,,4,,,,,,,,,,"Review all entries Lecture-3 hour(s); Lecture/Discussion-1 hour(s). Prerequisite(s): (ENG 006 C- or better or EME 005 C- or better or ECS 030 C- or better or ECM 006 C- or better); (MAT 021A C- or better, MAT 021B C- or better, MAT 021C C- or better, MAT 021D C- or better, MAT 022A C- or better, MAT 022B C- or better); (PHY 009A C- or better, PHY 009B C- or better, PHY 009C C- or better). Number representation, Taylor expansions, error and stability analysis, roots of nonlinear equations, sets of linear equations, numerical integration, ordinary differential equations. Not open for credit to students who have taken EAD 115."
EME 115,"Introduction to Numerical Analysis & Methods",4,,4,,,,,,,,,,"Review all entries Lecture-3 hour(s); Lecture/Discussion-1 hour(s). Prerequisite(s): (ENG 006 C- or better or EME 005 C- or better or ECS 030 C- or better or ECS 032A C- or better or ECS 036A C- or better or ECH 060 C- or better or ECM 006 C- or better); ((MAT 021A C- or better, MAT 021B C- or better, MAT 021C C- or better, MAT 021D C- or better, (MAT A C- or better or MAT 027A C- or better), (MAT 022B C- or better or MAT 027B C- or better)), (PHY 009A Cor better, PHY 009B C- or better, PHY 009C C- or better). Number representation, Taylor expansions, error and stability analysis, roots of nonlinear equations, sets of linear equations, numerical integration, ordinary differential equations. Not open for credit to students who have taken EAD 115."
EME 121,"Engineering Applications of Dynamics",4,,4,,,,,,,,,,"Lecture-3 hour(s); Laboratory-3 hour(s). Prerequisite(s): ENG 102 C- or better; (ENG 006 C- or better or EME C- or better or ECS 030 C- or better). Restricted to Mechanical Engineering, Aerospace Science & Engineering, and Mechanical Engineering/Materials Science Engineering majors. Technical elective that revisits dynamic principles with emphasis on engineering applications; Equations of motion are derived and put into a format for computer solution; There is a computer laboratory where real engineering systems are simulated."
EME 134,"Vehicle Stability",4,,4,,,,,,,,,,"Lecture-3 hour(s); Laboratory-3 hour(s). Prerequisite(s): ENG 102 C- or better. Restricted to Mechanical Engineering, Aerospace Science & Engineering, and Mechanical Engineering/Materials Science Engineering majors. Analytical and experimental studies of the dynamics, stability and control of vehicles such as cars, trailers, airplanes, motorcycles, bicycles and rail cars."
EME 139,"Stability of Flexible Dynamic Systems",4,,4,,,,,,,,,,"Lecture-3 hour(s); Laboratory-3 hour(s). Prerequisite(s): ENG 102 C- or better; ENG 103 C- or better. Stability of flexible systems. Introduction to fluid-structure interaction. Mechanical vibrations. Design of mechanical subsystems or systems under constraints. Dynamic instabilities. Flutter. Control effectiveness. Energy extraction from fluid-structure interactions. Design applications to aerospace, mechanical and biomedical systems. No credit for students who have completed EAE 139."
EME 150A,"Mechanical Design",4,,4,,,,,,,,,4,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): (ENG 045 C- or better or ENG 045Y C- or better); (ENG C- or better, EME 050 C- or better (can be concurrent)). Restricted to Mechanical Engineering, Aerospace Science & Engineering, Mechanical Engineering/Materials Science and Engineering majors. Principles of mechanics applied to design. Deformation and stress analysis. Structural integrity under static and fluctuating loads. Projects demonstrate progression from concept to engineering analysis, with emphasis on strength and durability."
EME 150B,"Mechanical Design",4,,4,,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): EME 150A C- or better. Restricted to Mechanical Engineering, Aerospace Science & Engineering, Mechanical Engineering/Materials Science and Engineering. Principles of engineering mechanics applied to the design and selection of mechanical components. Design projects, which concentrate on conceptual design, engineering analysis, methods of manufacture, material selection, and cost."
EME 151,"Statistical Methods in Design & Manufacturing",4,,4,,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): EME 150A C- or better. Restricted to Mechanical Engineering, Aerospace Science & Engineering, Mechanical Engineering/Materials Science and Engineering. Methods of statistical analysis with emphasis on applications in mechanical design and manufacturing. Applications include product evaluation and decision making, probabilistic design, systems reliability, and fatigue under random loading."
EME 152,"Computer-Aided Mechanism Design",4,,4,,,,,,,,,,"Lecture-3 hour(s); Discussion-1 hour(s). Prerequisite(s): ENG 102 C- or better; (EME 005 C- or better or ENG 006 C- or better or ECS 030 C- or better). Restricted to Mechanical Engineering, Aerospace Science & Engineering, Mechanical Engineering/Materials Science and Engineering. Principles of computer-aided mechanism design. Computer-aided kinematic, static, and dynamic analysis and design of planar mechanisms such as multiple-loop linkages and geared linkages. Introduction to kinematic synthesis of mechanisms."
